Country,CountryCode,StatsSeriesExtDim,StatsSeriesExtDimCode,2007,2008,2009,2010,2011,2012
Bolivia,BOL,DHS: Average years of schooling by age group. Age 15-19. Quintile 5,HH.DHS.YRS.1519.Q5,,8.99508456,,,,
Bolivia,BOL,DHS: Average years of schooling by age group. Age 15-19. Rural,HH.DHS.YRS.1519.R,,7.374005587,,,,
Bolivia,BOL,DHS: Average years of schooling by age group. Age 15-19. Urban,HH.DHS.YRS.1519.U,,8.470722527,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+,HH.DHS.YRS.15UP.GIN,,36.6592267,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Female,HH.DHS.YRS.15UP.GIN.F,,41.78814205,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Male,HH.DHS.YRS.15UP.GIN.M,,31.11782397,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 1,HH.DHS.YRS.15UP.GIN.Q1,,47.14189485,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 2,HH.DHS.YRS.15UP.GIN.Q2,,40.80599878,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 3,HH.DHS.YRS.15UP.GIN.Q3,,32.39071685,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 4,HH.DHS.YRS.15UP.GIN.Q4,,27.02650779,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Quintile 5,HH.DHS.YRS.15UP.GIN.Q5,,21.87558156,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Rural,HH.DHS.YRS.15UP.GIN.R,,43.90090096,,,,
Bolivia,BOL,DHS: Gini coefficient of average years of schooling. Age 15+. Urban,HH.DHS.YRS.15UP.GIN.U,,29.31508127,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary,HH.DHS.GAR.456,,30.43976965,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Female,HH.DHS.GAR.456.F,,30.65108313,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Male,HH.DHS.GAR.456.M,,30.21677603,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Quintile 1,HH.DHS.GAR.456.Q1,,1.593851664,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Quintile 2,HH.DHS.GAR.456.Q2,,6.971061593,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Quintile 3,HH.DHS.GAR.456.Q3,,19.63128221,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Quintile 4,HH.DHS.GAR.456.Q4,,32.72305915,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Quintile 5,HH.DHS.GAR.456.Q5,,67.27453016,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Rural,HH.DHS.GAR.456.R,,5.405993137,,,,
Bolivia,BOL,DHS: Gross attendance rate. Post Secondary. Urban,HH.DHS.GAR.456.U,,40.52019688,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary,HH.DHS.NAR.1,,96.86598248,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Female,HH.DHS.NAR.1.F,,96.93615281,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Male,HH.DHS.NAR.1.M,,96.79958167,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Quintile 1,HH.DHS.NAR.1.Q1,,94.91311454,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Quintile 2,HH.DHS.NAR.1.Q2,,96.67760861,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Quintile 3,HH.DHS.NAR.1.Q3,,97.38057582,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Quintile 4,HH.DHS.NAR.1.Q4,,97.67572532,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Quintile 5,HH.DHS.NAR.1.Q5,,98.83074373,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Rural,HH.DHS.NAR.1.R,,96.10676702,,,,
Bolivia,BOL,DHS: Net attendance rate. Primary. Urban,HH.DHS.NAR.1.U,,97.54661465,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary,HH.DHS.NAR.23,,42.78305869,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Female,HH.DHS.NAR.23.F,,41.58439599,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Male,HH.DHS.NAR.23.M,,43.9742342,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Quintile 1,HH.DHS.NAR.23.Q1,,19.86269657,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Quintile 2,HH.DHS.NAR.23.Q2,,37.79823447,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Quintile 3,HH.DHS.NAR.23.Q3,,45.6835302,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Quintile 4,HH.DHS.NAR.23.Q4,,51.35924604,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Quintile 5,HH.DHS.NAR.23.Q5,,59.10009117,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Rural,HH.DHS.NAR.23.R,,31.67669928,,,,
Bolivia,BOL,DHS: Net attendance rate. Secondary. Urban,HH.DHS.NAR.23.U,,50.50283588,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education,HH.DHS.NIR.1,,63.52870755,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Female,HH.DHS.NIR.1.F,,61.93885214,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Male,HH.DHS.NIR.1.M,,65.09513433,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Quintile 1,HH.DHS.NIR.1.Q1,,59.86391267,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Quintile 2,HH.DHS.NIR.1.Q2,,63.43713315,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Quintile 3,HH.DHS.NIR.1.Q3,,67.22801568,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Quintile 4,HH.DHS.NIR.1.Q4,,65.16119432,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Quintile 5,HH.DHS.NIR.1.Q5,,62.41619435,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Rural,HH.DHS.NIR.1.R,,62.69579913,,,,
Bolivia,BOL,DHS: Net intake rate for the first grade of primary education. Urban,HH.DHS.NIR.1.U,,64.31003105,,,,
Bolivia,BOL,DHS: Primary completion rate,HH.DHS.PCR,,104.5098044,,,,
Bolivia,BOL,DHS: Primary completion rate. Female,HH.DHS.PCR.F,,109.7482737,,,,
Bolivia,BOL,DHS: Primary completion rate. Male,HH.DHS.PCR.M,,99.78129265,,,,
Bolivia,BOL,DHS: Primary completion rate. Quintile 1,HH.DHS.PCR.Q1,,104.3398241,,,,
Bolivia,BOL,DHS: Primary completion rate. Quintile 2,HH.DHS.PCR.Q2,,106.8155097,,,,
Bolivia,BOL,DHS: Primary completion rate. Quintile 3,HH.DHS.PCR.Q3,,99.09147862,,,,
Bolivia,BOL,DHS: Primary completion rate. Quintile 4,HH.DHS.PCR.Q4,,106.992692,,,,
Bolivia,BOL,DHS: Primary completion rate. Quintile 5,HH.DHS.PCR.Q5,,106.3319832,,,,
Bolivia,BOL,DHS: Primary completion rate. Rural,HH.DHS.PCR.R,,107.4247413,,,,
Bolivia,BOL,DHS: Primary completion rate. Urban,HH.DHS.PCR.U,,102.279823,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary,HH.DHS.OOS.1,,3.063293657,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Female,HH.DHS.OOS.1.F,,3.048382014,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Male,HH.DHS.OOS.1.M,,3.077404251,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Quintile 1,HH.DHS.OOS.1.Q1,,5.086885459,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Quintile 2,HH.DHS.OOS.1.Q2,,3.322391395,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Quintile 3,HH.DHS.OOS.1.Q3,,2.502527445,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Quintile 4,HH.DHS.OOS.1.Q4,,2.122321344,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Quintile 5,HH.DHS.OOS.1.Q5,,1.104319029,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Rural,HH.DHS.OOS.1.R,,3.886997936,,,,
Bolivia,BOL,DHS: Proportion of out-of-school. Primary. Urban,HH.DHS.OOS.1.U,,2.324847647,,,,
Bolivia,BOL,DHS: Secondary completion rate,HH.DHS.SCR,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Female,HH.DHS.SCR.F,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Male,HH.DHS.SCR.M,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Quintile 1,HH.DHS.SCR.Q1,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Quintile 2,HH.DHS.SCR.Q2,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Quintile 3,HH.DHS.SCR.Q3,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Quintile 4,HH.DHS.SCR.Q4,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Quintile 5,HH.DHS.SCR.Q5,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Rural,HH.DHS.SCR.R,,0,,,,
Bolivia,BOL,DHS: Secondary completion rate. Urban,HH.DHS.SCR.U,,0,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary,HH.DHS.TR.12,,98.03905761,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Female,HH.DHS.TR.12.F,,98.33782892,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Male,HH.DHS.TR.12.M,,97.75202668,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Quintile 1,HH.DHS.TR.12.Q1,,97.3820041,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Quintile 2,HH.DHS.TR.12.Q2,,98.02174145,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Quintile 3,HH.DHS.TR.12.Q3,,97.21039737,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Quintile 4,HH.DHS.TR.12.Q4,,98.9039531,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Quintile 5,HH.DHS.TR.12.Q5,,99.01992181,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Rural,HH.DHS.TR.12.R,,97.87265424,,,,
Bolivia,BOL,DHS: Transition rate. Primary to Secondary. Urban,HH.DHS.TR.12.U,,98.16140144,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out,HH.DHS.OOST.DO,,4.871809083,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Female,HH.DHS.OOST.DO.F,,14.31071804,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Male,HH.DHS.OOST.DO.M,,1.346543598,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 1,HH.DHS.OOST.DO.Q1,,5.036625112,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 2,HH.DHS.OOST.DO.Q2,,7.950716168,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 3,HH.DHS.OOST.DO.Q3,,8.129330899,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 4,HH.DHS.OOST.DO.Q4,,21.70543319,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Quintile 5,HH.DHS.OOST.DO.Q5,,5.95306821,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Rural,HH.DHS.OOST.DO.R,,3.486864838,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Dropped out. Urban,HH.DHS.OOST.DO.U,,7.549726743,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry,HH.DHS.OOST.L,,74.25928916,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Female,HH.DHS.OOST.L.F,,79.23036848,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Male,HH.DHS.OOST.L.M,,75.66409102,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 1,HH.DHS.OOST.L.Q1,,75.57870761,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 2,HH.DHS.OOST.L.Q2,,84.45543198,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 3,HH.DHS.OOST.L.Q3,,85.85193438,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 4,HH.DHS.OOST.L.Q4,,78.29456681,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Quintile 5,HH.DHS.OOST.L.Q5,,61.34392649,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Rural,HH.DHS.OOST.L.R,,73.56266988,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Late entry. Urban,HH.DHS.OOST.L.U,,75.69362458,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school,HH.DHS.OOST.X,,20.86890175,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Female,HH.DHS.OOST.X.F,,6.458913488,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Male,HH.DHS.OOST.X.M,,22.98936538,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 1,HH.DHS.OOST.X.Q1,,19.38466728,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 2,HH.DHS.OOST.X.Q2,,7.593851849,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 3,HH.DHS.OOST.X.Q3,,6.018734725,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 4,HH.DHS.OOST.X.Q4,,0,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Quintile 5,HH.DHS.OOST.X.Q5,,32.7030053,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Rural,HH.DHS.OOST.X.R,,22.95046528,,,,
Bolivia,BOL,DHS: Typology of out-of-school children. Primary. Never in school. Urban,HH.DHS.OOST.X.U,,16.75664867,,,,
Bolivia,BOL,Distribution of students (%). Tertiary ISCED Level 5A,UIS.TEP.5.A,87.83619,,,,,
Bolivia,BOL,Distribution of students (%). Tertiary ISCED Level 5B,UIS.TEP.5.B,12.16381,,,,,
Bolivia,BOL,Distribution of students (%). Tertiary ISCED Level 6,UIS.TEP.6,,,,,,
Bolivia,BOL,Drop-out rate. Primary. Female,SE.PRM.DROP.FE.ZS,17.55066,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 1. Female,UIS.DR.1.G1.F,7.62342,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 1. Male,UIS.DR.1.G1.M,7.94607,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 1. Total,UIS.DR.1.G1,7.78848,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 2. Female,UIS.DR.1.G2.F,1.75966,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 2. Male,UIS.DR.1.G2.M,1.26331,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 2. Total,UIS.DR.1.G2,1.50691,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 3. Female,UIS.DR.1.G3.F,3.25259,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 3. Male,UIS.DR.1.G3.M,3.00697,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 3. Total,UIS.DR.1.G3,3.12775,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 4. Female,UIS.DR.1.G4.F,3.5096,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 4. Male,UIS.DR.1.G4.M,2.83171,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 4. Total,UIS.DR.1.G4,3.16357,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 5. Female,UIS.DR.1.G5.F,2.54186,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 5. Male,UIS.DR.1.G5.M,0.80867,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 5. Total,UIS.DR.1.G5,1.66065,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 6. Female,UIS.DR.1.G6.F,,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 6. Male,UIS.DR.1.G6.M,,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 6. Total,UIS.DR.1.G6,,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 7. Female,UIS.DR.1.G7.F,,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 7. Male,UIS.DR.1.G7.M,,,,,,
Bolivia,BOL,Drop-out rate. Primary. Grade 7. Total,UIS.DR.1.G7,,,,,,
Bolivia,BOL,Drop-out rate. Primary. Male,SE.PRM.DROP.MA.ZS,15.14707,,,,,
Bolivia,BOL,Drop-out rate. Primary. Total,SE.PRM.DROP.ZS,16.33338,,,,,
Bolivia,BOL,Duration of 2A lower secondary,SE.SEC.DURS.LO,2,2,2,2,2,
Bolivia,BOL,Duration of 3A upper secondary,SE.SEC.DURS.UP,4,4,4,4,4,
Bolivia,BOL,Duration of 4A post-secondary,UIS.THDUR.4.A.GPV,,,,,,
Bolivia,BOL,Duration of compulsory education,SE.COM.DURS,8,8,8,8,8,
Bolivia,BOL,Duration of pre-primary,UIS.THDUR.0,2,2,2,2,2,
Bolivia,BOL,Duration of primary,SE.PRM.DURS,6,6,6,6,6,
Bolivia,BOL,Duration of secondary education,SE.SEC.DURS,6,6,6,6,6,
Bolivia,BOL,Educational expenditure in lower secondary as % of total educational expenditure,UIS.XPUBP.2,,,,,,
Bolivia,BOL,Educational expenditure in post secondary as % of total educational expenditure,UIS.XPUBP.4,,,,,,
Bolivia,BOL,Educational expenditure in pre-primary as % of total educational expenditure,UIS.XPUBP.0,,,,,,
Bolivia,BOL,Educational expenditure in primary as % of total educational expenditure,SE.XPD.PRIM.ZS,,,,,,
Bolivia,BOL,Educational expenditure in secondary as % of total educational expenditure,SE.XPD.SECO.ZS,,,,,,
Bolivia,BOL,Educational expenditure in tertiary as % of total educational expenditure,SE.XPD.TERT.ZS,,,,,,
Bolivia,BOL,Educational expenditure in upper secondary as % of total educational expenditure,UIS.XPUBP.3,,,,,,
Bolivia,BOL,Educational expenditure not allocated by level as % of total educational expenditure,UIS.XPUBP.UK,,,,,,
Bolivia,BOL,"Educational expenditure on capital as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS.XSPENDP.1234.FDPUB.FNCAP,,,,,,
Bolivia,BOL,Educational expenditure on capital as a % of total educational expenditure on public institutions. Tertiary.,UIS.XSPENDP.56.FDPUB.FNCAP,,,,,,
Bolivia,BOL,"Educational expenditure on other current expenditures as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS.XSPENDP.1234.FDPUB.FNNONS,,,,,,
Bolivia,BOL,Educational expenditure on other current expenditures as a % of total educational expenditure on public institutions. Tertiary.,UIS.XSPENDP.56.FDPUB.FNNONS,,,,,,
Bolivia,BOL,"Educational expenditure on salaries as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS.XSPENDP.1234.FDPUB.FNS,,,,,,
Bolivia,BOL,Educational expenditure on salaries as a % of total educational expenditure on public institutions. Tertiary.,UIS.XSPENDP.56.FDPUB.FNS,,,,,,
Bolivia,BOL,"Educational expenditure on teachers salaries as a % of education expenditures on public institutions. ISCED 1,2,3,4.",SE.XPD.TCHR.XC.ZS,,,,,,
Bolivia,BOL,"Educational expenditure on total current expenditures as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS.XSPENDP.1234.FDPUB.FNCUR,,,,,,
Bolivia,BOL,Educational expenditure on total current expenditures as a % of total educational expenditure on public institutions. Tertiary.,UIS.XSPENDP.56.FDPUB.FNCUR,,,,,,
Bolivia,BOL,Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Female,UIS.TRANRA.23.GPV.F,94.8827,,,,,
Bolivia,BOL,Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Male,UIS.TRANRA.23.GPV.M,97.14477,,,,,
Bolivia,BOL,Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Total,UIS.TRANRA.23.GPV,96.04214,,,,,
Bolivia,BOL,Elderly (65+) literacy rate (%). Female,UIS.LR.AG65.F,41.87277341,48.74591367,45.3981956,,,
Bolivia,BOL,Elderly (65+) literacy rate (%). Male,UIS.LR.AG65.M,76.2338294,73.59642844,78.60472848,,,
Bolivia,BOL,Elderly (65+) literacy rate (%). Total,UIS.LR.AG65,57.05730119,60.06086264,61.25341229,,,
Bolivia,BOL,Elderly illiterate population. % female,UIS.LPP.AG65,75.41427496,70.90009201,76.23249597,,,
Bolivia,BOL,Elderly illiterate population. Female,UIS.LP.AG65.F,138227.1261,125354.6816,137379.2319,,,
Bolivia,BOL,Elderly illiterate population. Male,UIS.LP.AG65.M,45063.27373,51449.99955,42831.62195,,,
Bolivia,BOL,Elderly illiterate population. Total,UIS.LP.AG65,183290.3998,176804.6812,180210.8538,,,
Bolivia,BOL,Ending age of compulsory education,UIS.CEAGEE.1,13,13,13,13,13,
Bolivia,BOL,Ending month of the academic year (Questionnaire A),UIS.AY.EM,11,11,11,11,11,
Bolivia,BOL,Ending year of the academic year (Questionnaire A),UIS.AY.EY,2007,2008,2009,2010,2011,
Bolivia,BOL,Enrolment in 5A tertiary. Public and private. Full and part time. Female,UIS.E.5.A.F,140563,105120,184583,,,
Bolivia,BOL,Enrolment in 5A tertiary. Public and private. Full and part time. Total,UIS.E.5.A,309670,231101,391936,,,
Bolivia,BOL,Enrolment in 5B tertiary. Public and private. Full and part time. Female,UIS.E.5.B.F,18230,,,,,
Bolivia,BOL,Enrolment in 5B tertiary. Public and private. Full and part time. Total,UIS.E.5.B,42884,,,,,
Bolivia,BOL,Enrolment in 6 tertiary. Public and private. Full and part time. Female,UIS.E.6.F,,,,,,
Bolivia,BOL,Enrolment in 6 tertiary. Public and private. Full and part time. Total,UIS.E.6,,,,,,
Bolivia,BOL,Enrolment in agriculture. Tertiary. Female,UIS.E.56.F600.F,,,,,,
Bolivia,BOL,Enrolment in agriculture. Tertiary. Total,UIS.E.56.F600,,,,,,
Bolivia,BOL,Enrolment in education. Tertiary. Female,UIS.E.56.F140.F,,,,,,
Bolivia,BOL,Enrolment in education. Tertiary. Total,UIS.E.56.F140,,,,,,
Bolivia,BOL,"Enrolment in engineering, manufacturing and construction. Tertiary. Female",UIS.E.56.F500.F,,,,,,
Bolivia,BOL,"Enrolment in engineering, manufacturing and construction. Tertiary. Total",UIS.E.56.F500,,,,,,
Bolivia,BOL,Enrolment in general programmes. Tertiary. Female,UIS.E.56.FUK2.F,,,,,,
Bolivia,BOL,Enrolment in general programmes. Tertiary. Total,UIS.E.56.FUK2,,,,,,
Bolivia,BOL,Enrolment in health and welfare. Tertiary. Female,UIS.E.56.F700.F,,,,,,
Bolivia,BOL,Enrolment in health and welfare. Tertiary. Total,UIS.E.56.F700,,,,,,
Bolivia,BOL,Enrolment in humanities and arts. Tertiary. Female,UIS.E.56.F200.F,,,,,,
Bolivia,BOL,Enrolment in humanities and arts. Tertiary. Total,UIS.E.56.F200,,,,,,
Bolivia,BOL,Enrolment in lower secondary. Public and private. All programmes. Female,UIS.E.2.F,199880,203921,205338,,,
Bolivia,BOL,Enrolment in lower secondary. Public and private. All programmes. Total,UIS.E.2,414841,422199,423945,,,
Bolivia,BOL,Enrolment in lower secondary. Public and private. General programmes. Female,UIS.E.2.GPV.F,199880,203921,205338,,,
Bolivia,BOL,Enrolment in lower secondary. Public and private. General programmes. Total,UIS.E.2.GPV,414841,422199,423945,,,
Bolivia,BOL,Enrolment in lower secondary. Public and private. Technical/vocational programmes. Female,UIS.E.2.V.F,,,,,,
Bolivia,BOL,Enrolment in lower secondary. Public and private. Technical/vocational programmes. Total,UIS.E.2.V,,,,,,
Bolivia,BOL,Enrolment in lower secondary. Public. All programmes. Female,UIS.E.2.PU.F,179303,182911,184432,,,
Bolivia,BOL,Enrolment in lower secondary. Public. All programmes. Total,UIS.E.2.PU,372737,379090,381065,,,
Bolivia,BOL,Enrolment in lower secondary. Public. General programmes. Female,UIS.E.2.GPV.PU.F,179303,182911,184432,,,
Bolivia,BOL,Enrolment in lower secondary. Public. General programmes. Total,UIS.E.2.GPV.PU,372737,379090,381065,,,
Bolivia,BOL,Enrolment in lower secondary. Public. Technical/vocational programmes. Female,UIS.E.2.V.PU.F,,,,,,
Bolivia,BOL,Enrolment in lower secondary. Public. Technical/vocational programmes. Total,UIS.E.2.V.PU,,,,,,
Bolivia,BOL,Enrolment in post-secondary non tertiary. Public and private. All programmes. Female,UIS.E.4.F,,,,,,
Bolivia,BOL,Enrolment in post-secondary non tertiary. Public and private. All programmes. Total,UIS.E.4,,,,,,
Bolivia,BOL,Enrolment in post-secondary non tertiary. Public. All programmes. Female,UIS.E.4.PU.F,31835,,,,,
Bolivia,BOL,Enrolment in post-secondary non tertiary. Public. All programmes. Total,UIS.E.4.PU,50318,,,,,
Bolivia,BOL,Enrolment in pre-primary. Private,UIS.E.0.PR,24820,25925,27287,,,
Bolivia,BOL,Enrolment in pre-primary. Public and private. All programmes. Female,SE.PRE.ENRL.FE,116864,112672,109108,,,
Bolivia,BOL,Enrolment in pre-primary. Public and private. All programmes. Male,SE.PRE.ENRL.MA,121093,117206,112901,,,
Bolivia,BOL,Enrolment in pre-primary. Public and private. All programmes. Total,SE.PRE.ENRL,237957,229878,222009,,,
Bolivia,BOL,Enrolment in pre-primary. Public. All programmes. Female,UIS.E.0.PU.F,104585,99889,95594,,,
Bolivia,BOL,Enrolment in pre-primary. Public. All programmes. Total,UIS.E.0.PU,213137,203953,194722,,,
Bolivia,BOL,Enrolment in primary. Grade 1. Female,UIS.E.1.G1.F,143610,132789,,,,
Bolivia,BOL,Enrolment in primary. Grade 1. Total,UIS.E.1.G1,294024,272411,,,,
Bolivia,BOL,Enrolment in primary. Grade 2. Female,UIS.E.1.G2.F,128775,132373,,,,
Bolivia,BOL,Enrolment in primary. Grade 2. Total,UIS.E.1.G2,262392,270579,,,,
Bolivia,BOL,Enrolment in primary. Grade 3. Female,UIS.E.1.G3.F,124762,126435,,,,
Bolivia,BOL,Enrolment in primary. Grade 3. Total,UIS.E.1.G3,253729,258262,,,,
Bolivia,BOL,Enrolment in primary. Grade 4. Female,UIS.E.1.G4.F,118304,120605,,,,
Bolivia,BOL,Enrolment in primary. Grade 4. Total,UIS.E.1.G4,241657,245603,,,,
Bolivia,BOL,Enrolment in primary. Grade 5. Female,UIS.E.1.G5.F,113342,114085,,,,
Bolivia,BOL,Enrolment in primary. Grade 5. Total,UIS.E.1.G5,230572,233966,,,,
